5.3234 15.65786
6.90385 13.55846
5.32777 23.74473
6.43956 26.14446
4.2647 16.76525
4.23902 18.93182
3.63629 19.39547
3.54866 21.87879
3.08973 10.35912
0.13682 16.5894
1.84218 14.00482
1.85602 4.36304
2.26457 7.80354
2.43154 12.61184
1.4173 14.23807
0.97628 6.88451
1.05523 7.2174
1.27706 6.53562
2.06239 9.34832
0.43539 7.23254
-0.45445 13.763
1.25583 7.38027
0.65884 0.0221
0.80146 5.44563
3.13584 4.31352
3.26334 6.64921
3.23355 16.90682
3.64183 8.76106
2.71282 14.58346
1.44582 17.92339
1.63255 10.53346
1.18956 8.89278
1.04548 9.55586
1.30008 6.58829
0.20289 3.91289
-2.09044 11.16312
-2.01612 5.31057
0.15567 -2.69676
0.73941 0.865
-2.16008 4.05809
-1.24155 4.3714
-0.61596 -0.82564
-0.61445 0.59926
0.53426 3.8792
2.78616 2.05411
3.49036 6.3368
3.12861 10.20361
2.57671 13.44873
2.66431 12.98996
0.60896 15.41461
0.6391 13.89037
0.89217 4.75497
2.04082 5.92506
2.27295 8.44293
3.12284 6.54849
1.89188 5.24732
0.87245 14.00161
1.57921 13.32917
1.20019 8.18625
1.92343 7.10457
2.15027 5.58312
2.57472 7.05438
1.89556 10.4409
2.79908 13.67851
2.25731 9.5329
4.10803 13.43361
5.27849 14.00157
3.54499 18.87406
2.15671 19.95568
0.7531 13.60991
0.56689 13.1668
0.64643 9.96664
1.13797 2.61872
2.04445 0.36095
1.11969 10.34442
1.23904 12.0896
2.5941 9.3582
2.66275 6.33815
1.60077 10.10538
2.31674 11.41872
2.32151 6.58147
2.3952 14.02081
2.62513 14.13496
1.00902 7.5073
2.23666 10.61902
3.09225 10.11256
1.78694 9.88446
2.5243 14.49284
4.63805 11.96257
3.35551 9.55331
2.43805 20.64188
1.82475 11.33962
0.0117 14.8683
2.13037 8.95526
2.11101 0.51414
0.06787 6.64947
2.99827 16.39308
3.09776 -0.14379
1.17045 13.16646
2.39989 13.72226
3.72639 9.50981
2.56936 11.86863
3.56354 18.03162
1.33808 12.48426
1.4432 18.06916
3.08306 7.80758
3.39133 3.87004
4.03259 13.21771
4.26987 15.67656
3.38651 14.29108
4.97648 20.51968
2.85848 15.16942
2.67188 16.93601
4.17828 12.96997
2.28121 11.48908
4.37617 15.21036
4.79615 10.3318
4.22397 21.48004
2.26174 16.34812
3.78261 14.3063
4.1094 11.66214
2.37014 12.34588
2.51233 17.59672
2.80605 15.9407
3.24773 15.05878
3.89798 13.66513
2.4255 7.34939
1.32192 17.25994
0.27091 8.09743
0.71198 7.57009
0.1583 8.4457
1.13559 9.56018
1.23673 4.79511
2.42365 -0.25141
1.70073 9.70734
2.75321 9.94769
2.99379 8.63022
2.23609 11.03315
2.32231 12.88451
2.72483 10.21736
0.52501 12.17151
3.06766 11.94404
3.53616 5.43223
3.6983 16.15531
4.9488 12.21379
3.59936 21.00206
2.64894 19.19005
2.65686 10.59254
3.82043 10.18934
1.17323 14.99524
2.37692 8.91531
4.28206 8.99606
3.58111 15.71794
3.37338 7.39454
5.7242 22.0136
4.60762 17.35191
2.64858 19.8955
2.95037 14.31294
1.46049 12.19012
0.76519 14.50339
0.35207 11.19464
0.35804 6.25087
2.25133 2.09799
1.53155 0.43625
1.91193 14.63942
1.27691 7.44689
2.0405 9.61008
2.21106 3.82346
1.26156 16.88017
0.83608 15.43771
1.22939 1.05631
1.91231 1.18922
2.64211 11.11108
1.80532 7.91213
1.68844 14.5393
1.82341 13.46076
2.28413 6.15007
1.56571 5.74624
3.53375 13.13922
3.53811 7.66867
4.61285 14.85301
3.99732 16.70623
3.83465 19.50919
1.33152 15.86883
-0.46385 18.01793
0.43025 4.42251
0.47513 4.6449
2.93814 5.82215
3.56418 3.86461
3.25768 13.85388
2.14812 14.50872
3.12595 11.49685
2.526 7.23171
1.6086 13.38731
0.29782 14.89186
0.05499 8.16219
1.30503 1.76721
1.75556 4.35144
-0.22693 8.85249
0.26594 4.15672
